54816757575,0,262,243,92,68,0,0,1.0
54816807588,0,258,243,93,69,0,0,1.0
54816857601,0,256,243,92,70,0,0,1.0
54816907590,0,252,243,93,69,0,0,1.0
54816957583,0,249,243,93,69,0,0,1.0
54817007529,0,245,243,94,69,0,0,1.0
54817057582,0,241,243,95,69,0,0,1.0
54817107583,0,238,242,95,70,0,0,1.0
54817157564,0,234,242,96,69,0,0,1.0
54817207582,0,230,242,97,69,0,0,1.0
54817257575,0,227,242,97,70,0,0,1.0
54817307568,0,222,242,99,70,0,0,1.0
54817357585,0,217,242,100,70,0,0,1.0
54817407571,0,213,242,101,71,0,0,1.0
54817457588,0,209,241,102,71,0,0,1.0
54817507581,0,204,241,104,71,0,0,1.0
54817557574,0,199,240,105,72,0,0,1.0
54817607592,0,194,239,107,72,0,0,1.0
54817657585,0,189,238,108,73,0,0,1.0
54817707594,0,184,237,109,75,0,0,1.0
54817757587,0,178,237,112,74,0,0,1.0
54817807577,0,173,237,114,74,0,0,1.0
54817857578,0,168,236,115,75,0,0,1.0
54817907595,0,162,235,117,75,0,0,1.0
54817957592,0,157,234,117,75,0,0,1.0
54818007530,0,151,234,119,76,0,0,1.0
54818057559,0,145,234,121,77,0,0,1.0
54818107564,0,140,234,122,77,0,0,1.0
54818157573,0,134,233,123,76,0,0,1.0
54818207570,0,127,231,126,77,0,0,1.0
54818257584,0,123,230,126,77,0,0,1.0
54818307573,0,118,228,127,77,0,0,1.0
54818357586,0,112,227,129,77,0,0,1.0
54818407579,0,107,226,129,78,0,0,1.0
54818457572,0,102,225,130,79,0,0,1.0
54818507590,0,96,226,133,80,0,0,1.0
54818557583,0,92,226,133,79,0,0,1.0
54818607592,0,86,226,134,78,0,0,1.0
54818657585,0,81,226,135,78,0,0,1.0
54818707578,0,76,225,137,78,0,0,1.0
54818757584,0,70,224,138,77,0,0,1.0
54818807597,0,65,222,139,77,0,0,1.0
54818857582,0,61,221,140,77,0,0,1.0
54818907575,0,56,220,141,78,0,0,1.0
54818957588,0,52,219,142,79,0,0,1.0
54819007526,0,48,219,142,78,0,0,1.0
54819057559,0,44,220,143,78,0,0,1.0
54819107560,0,40,221,144,79,0,0,1.0
54819157565,0,35,221,146,79,0,0,1.0
54819207563,0,32,222,146,78,0,0,1.0
54819257580,0,29,222,146,78,0,0,1.0
54819307573,0,26,221,146,78,0,0,1.0
54819357566,0,23,221,147,78,0,0,1.0
54819407584,0,20,220,148,78,0,0,1.0
54819457569,0,18,217,148,80,0,0,1.0
54819507586,0,16,217,148,80,0,0,1.0
54819557579,0,15,217,148,79,0,0,1.0
54819607573,0,13,216,149,79,0,0,1.0
54819657590,0,12,214,148,79,0,0,1.0
54819707583,0,11,213,148,79,0,0,1.0
54819757584,0,10,212,147,79,0,0,1.0
54819807574,0,10,212,147,79,0,0,1.0
54819857583,0,9,212,147,80,0,0,1.0
54819907576,0,10,213,145,80,0,0,1.0
54819957593,0,10,214,145,80,0,0,1.0
54820007527,0,10,215,145,80,0,0,1.0
54820057580,0,11,216,143,79,0,0,1.0
54820107581,0,12,217,142,79,0,0,1.0
54820157566,0,13,218,141,79,0,0,1.0
54820207563,0,16,220,138,77,0,0,1.0
54820257577,0,17,222,138,76,0,0,1.0
54820307566,0,21,222,134,76,0,0,1.0
54820357583,0,24,223,132,76,0,0,1.0
54820407576,0,27,224,130,74,0,0,1.0
54820457569,0,31,224,128,74,0,0,1.0
54820507587,0,35,224,126,74,0,0,1.0
54820557580,0,38,223,124,74,0,0,1.0
54820607565,0,41,222,122,73,0,0,1.0
54820657582,0,45,220,119,73,0,0,1.0
54820707579,0,49,220,117,72,0,0,1.0
54820757573,0,55,220,113,71,0,0,1.0
54820807586,0,60,220,111,71,0,0,1.0
54820857583,0,65,220,109,71,0,0,1.0
54820907592,0,70,222,107,70,0,0,1.0
54820957585,0,74,221,105,70,0,0,1.0
54821007527,0,81,221,102,69,0,0,1.0
54821057580,0,87,221,100,68,0,0,1.0
54821107561,0,93,221,98,67,0,0,1.0
54821157574,0,100,220,97,67,0,0,1.0
54821207564,0,106,219,94,66,0,0,1.0
54821257581,0,112,219,93,64,0,0,1.0
54821307578,0,119,217,90,65,0,0,1.0
54821357571,0,126,216,88,64,0,0,1.0
54821407565,0,132,214,87,65,0,0,1.0
54821457574,0,138,213,87,65,0,0,1.0
54821507567,0,145,212,85,64,0,0,1.0
54821557580,0,152,211,83,63,0,0,1.0
54821607574,0,157,211,84,62,0,0,1.0
54821657571,0,164,211,82,61,0,0,1.0
54821707584,0,170,210,82,60,0,0,1.0
54821757573,0,177,210,81,59,0,0,1.0
54821807579,0,184,209,78,58,0,0,1.0
54821857588,0,191,209,77,57,0,0,1.0
54821907581,0,197,209,77,56,0,0,1.0
54821957578,0,205,209,76,56,0,0,1.0
54822007528,0,210,208,77,58,0,0,1.0
54822057573,0,217,209,75,56,0,0,1.0
54822107578,0,224,209,74,55,0,0,1.0
54822157563,0,230,209,74,56,0,0,1.0
54822207560,0,236,208,74,57,0,0,1.0
54822257578,0,242,209,73,55,0,0,1.0
54822307571,0,248,208,72,55,0,0,1.0
54822357580,0,255,207,71,55,0,0,1.0
54822407577,0,260,207,72,56,0,0,1.0
54822457570,0,266,209,71,54,0,0,1.0
54822507564,0,271,209,71,55,0,0,1.0
54822557581,0,276,210,71,55,0,0,1.0
54822607566,0,282,212,69,53,0,0,1.0
54822657587,0,286,212,71,54,0,0,1.0
54822707580,0,290,213,71,54,0,0,1.0
54822757574,0,295,214,70,55,0,0,1.0
54822807587,0,299,215,71,54,0,0,1.0
54822857588,0,304,216,69,53,0,0,1.0
54822907577,0,307,217,71,53,0,0,1.0
54822957594,0,311,218,69,52,0,0,1.0
54823007524,0,314,218,68,53,0,0,1.0
54823057553,0,317,219,69,54,0,0,1.0
54823107558,0,320,219,69,55,0,0,1.0
54823157571,0,323,220,67,54,0,0,1.0
54823207561,0,324,219,69,54,0,0,1.0
54823257554,0,325,219,69,53,0,0,1.0
54823307571,0,327,219,68,53,0,0,1.0
54823357564,0,327,220,69,53,0,0,1.0
54823407558,0,328,221,69,53,0,0,1.0
54823457575,0,329,222,68,53,0,0,1.0
54823507564,0,330,225,68,51,0,0,1.0
54823557581,0,331,228,67,51,0,0,1.0
54823607575,0,330,230,68,51,0,0,1.0
54823657572,0,330,231,68,51,0,0,1.0
54823707565,0,330,232,67,51,0,0,1.0
